voyageid,mjbyptimp,majbyimp,date_dep,mjslptimp,mjselimp,date_end
11872,,,1697-??-??,Americas; port unspecified,Americas,1698-??-??
11301,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,,Cadiz,Spain,
15022,Gold Coast; port unspecified,Gold Coast,1696-07-27,Barbados; port unspecified,Barbados,
15024,,,1696-11-30,,,
9724,Cape Coast Castle,Gold Coast,1697-02-28,Barbados; port unspecified,Barbados,1698-??-??
9725,Whydah,Bight of Benin,1695-11-22,Barbados; port unspecified,Barbados,
20902,Gambia,Senegambia and offshore Atlantic,1697-??-??,British Caribbean; colony unspecified,Other British Caribbean,
21031,Gold Coast; port unspecified,Gold Coast,,Barbados; port unspecified,Barbados,
21032,Gold Coast; port unspecified,Gold Coast,,Barbados; port unspecified,Barbados,
21033,Gold Coast; port unspecified,Gold Coast,,Barbados; port unspecified,Barbados,
21110,Africa.; port unspecified,Other Africa,,British Caribbean; colony unspecified,Other British Caribbean,
21111,Africa.; port unspecified,Other Africa,,Newcastle (Nevis),Nevis,
21119,Cape Coast Castle,Gold Coast,,Barbados; port unspecified,Barbados,
21120,Cape Coast Castle,Gold Coast,,Barbados; port unspecified,Barbados,
21121,Bight of Biafra and Gulf of Guinea Islands; port unspecified,Bight of Biafra and Gulf of Guinea islands,,Barbados; port unspecified,Barbados,
21122,Gambia,Senegambia and offshore Atlantic,,Barbados; port unspecified,Barbados,
21388,Bonny,Bight of Biafra and Gulf of Guinea islands,1696-05-??,Pernambuco; port unspecified,Pernambuco,
21416,Calabar,Bight of Biafra and Gulf of Guinea islands,1696-??-??,Maryland; port unspecified,Maryland,
21505,Gold Coast; port unspecified,Gold Coast,1696-11-29,Barbados; port unspecified,Barbados,
21506,Africa.; port unspecified,Other Africa,1696-??-??,Barbados; port unspecified,Barbados,
21507,Africa.; port unspecified,Other Africa,,Barbados; port unspecified,Barbados,
21874,Bonny,Bight of Biafra and Gulf of Guinea islands,1697-??-??,,,
33624,Saint-Louis,Senegambia and offshore Atlantic,1697-07-04,Cartagena,Spanish Circum-Caribbean,
35135,Africa.; port unspecified,Other Africa,1698-03-22,St. Thomas,Danish West Indies,1699-??-??
35137,Bight of Benin; port unspecified,Bight of Benin,1698-03-22,St. Thomas,Danish West Indies,
35051,Little Popo,Bight of Benin,,Danish West Indies; colony unspecified,Danish West Indies,
40799,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
33626,Saint-Louis,Senegambia and offshore Atlantic,1698-??-??,Cartagena,Spanish Circum-Caribbean,
33627,Saint-Louis,Senegambia and offshore Atlantic,1698-??-??,Cartagena,Spanish Circum-Caribbean,
41251,Cape Verde Islands,Senegambia and offshore Atlantic,,Pernambuco; port unspecified,Pernambuco,
41480,Africa.; port unspecified,Other Africa,,Cartagena,Spanish Circum-Caribbean,
41797,Luanda,West Central Africa and St. Helena,1698-??-??,Pernambuco; port unspecified,Pernambuco,
41978,Cape Verde Islands,Senegambia and offshore Atlantic,,Venezuela,Spanish Circum-Caribbean,
52112,Costa da Mina,Bight of Benin,,Maranhão,Amazonia,
70014,Africa.; port unspecified,Other Africa,,Annapolis,Maryland,
33756,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,,Martinique; port unspecified,Martinique,
33792,Africa.; port unspecified,Other Africa,1698-??-??,,,
48952,Costa da Mina,Bight of Benin,1698-01-13,Bahia; port unspecified,Bahia,
48953,Costa da Mina,Bight of Benin,1698-03-08,Bahia; port unspecified,Bahia,
48957,Costa da Mina,Bight of Benin,1698-01-24,Bahia; port unspecified,Bahia,
48961,Princes Island,Bight of Biafra and Gulf of Guinea islands,1698-04-24,Bahia; port unspecified,Bahia,
48962,Costa da Mina,Bight of Benin,1698-04-26,Bahia; port unspecified,Bahia,
49905,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
50087,Princes Island,Bight of Biafra and Gulf of Guinea islands,1697-06-11,Cartagena,Spanish Circum-Caribbean,
50089,Costa da Mina,Bight of Benin,1698-03-06,Bahia; port unspecified,Bahia,
50103,Africa.; port unspecified,Other Africa,1698-??-??,Bahia; port unspecified,Bahia,
50104,Africa.; port unspecified,Other Africa,1698-??-??,Bahia; port unspecified,Bahia,
50105,Africa.; port unspecified,Other Africa,1698-??-??,Bahia; port unspecified,Bahia,
50106,Africa.; port unspecified,Other Africa,1698-??-??,Bahia; port unspecified,Bahia,
50107,Luanda,West Central Africa and St. Helena,1698-04-29,Bahia; port unspecified,Bahia,
50108,Costa da Mina,Bight of Benin,1698-05-09,Bahia; port unspecified,Bahia,
50109,Costa da Mina,Bight of Benin,1698-05-22,Bahia; port unspecified,Bahia,
50110,Costa da Mina,Bight of Benin,1698-06-07,Bahia; port unspecified,Bahia,
50111,Costa da Mina,Bight of Benin,1698-09-12,Bahia; port unspecified,Bahia,
50112,Costa da Mina,Bight of Benin,1698-06-20,Bahia; port unspecified,Bahia,
50113,Costa da Mina,Bight of Benin,1698-07-16,Bahia; port unspecified,Bahia,
50114,São Tomé,Bight of Biafra and Gulf of Guinea islands,1698-07-18,Bahia; port unspecified,Bahia,
50116,Costa da Mina,Bight of Benin,1698-09-01,Bahia; port unspecified,Bahia,
50117,Calabar,Bight of Biafra and Gulf of Guinea islands,1698-08-18,Bahia; port unspecified,Bahia,
50118,São Tomé,Bight of Biafra and Gulf of Guinea islands,1698-08-28,Bahia; port unspecified,Bahia,
50119,Costa da Mina,Bight of Benin,1698-09-12,Bahia; port unspecified,Bahia,
50121,Costa da Mina,Bight of Benin,1698-09-25,Bahia; port unspecified,Bahia,
50122,Luanda,West Central Africa and St. Helena,1698-10-18,Bahia; port unspecified,Bahia,
50123,Costa da Mina,Bight of Benin,1698-10-20,Bahia; port unspecified,Bahia,
50124,Costa da Mina,Bight of Benin,1698-11-05,Bahia; port unspecified,Bahia,
50125,Costa da Mina,Bight of Benin,1698-10-27,Bahia; port unspecified,Bahia,
50126,Calabar,Bight of Biafra and Gulf of Guinea islands,1698-11-21,Bahia; port unspecified,Bahia,
50127,Costa da Mina,Bight of Benin,1698-??-??,Bahia; port unspecified,Bahia,
47347,Loango,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
47348,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
47359,Luanda,West Central Africa and St. Helena,1698-??-??,Pernambuco; port unspecified,Pernambuco,
47556,Costa da Mina,Bight of Benin,1698-06-25,Bahia; port unspecified,Bahia,
47559,Luanda,West Central Africa and St. Helena,,Paraíba,Pernambuco,
47642,Africa.; port unspecified,Other Africa,,Cartagena,Spanish Circum-Caribbean,
47643,Princes Island,Bight of Biafra and Gulf of Guinea islands,,Cartagena,Spanish Circum-Caribbean,
47644,Africa.; port unspecified,Other Africa,,Cartagena,Spanish Circum-Caribbean,
36999,Madagascar,Southeast Africa and Indian Ocean islands,1697-01-??,New York,New York,
37015,Madagascar,Southeast Africa and Indian Ocean islands,,New York,New York,
49287,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
49288,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
49289,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
49290,Cabinda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
49292,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
49294,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
49295,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
49297,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
49298,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
49299,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
49300,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
49301,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
49302,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
49303,Loango,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
49304,Luanda,West Central Africa and St. Helena,,Guatemala,Spanish Circum-Caribbean,
900002,Luanda,West Central Africa and St. Helena,,,,
26312,Gold Coast; port unspecified,Gold Coast,,,,
26314,Anomabu,Gold Coast,,,,
20143,Africa.; port unspecified,Other Africa,,Barbados; port unspecified,Barbados,
20145,Whydah,Bight of Benin,1696-10-03,Barbados; port unspecified,Barbados,1698-07-02
20146,Africa.; port unspecified,Other Africa,,Barbados; port unspecified,Barbados,
20147,Africa.; port unspecified,Other Africa,,Barbados; port unspecified,Barbados,
20148,Sherbro,Sierra Leone,,Barbados; port unspecified,Barbados,
20149,Africa.; port unspecified,Other Africa,,Barbados; port unspecified,Barbados,
20153,Gambia,Senegambia and offshore Atlantic,,Barbados; port unspecified,Barbados,
20154,Africa.; port unspecified,Other Africa,,Cartagena,Spanish Circum-Caribbean,
15131,Bight of Biafra and Gulf of Guinea Islands; port unspecified,Bight of Biafra and Gulf of Guinea islands,1697-10-??,Barbados; port unspecified,Barbados,1698-12-??
15132,Gold Coast; port unspecified,Gold Coast,,Barbados; port unspecified,Barbados,
15162,Whydah,Bight of Benin,,Barbados; port unspecified,Barbados,
16001,Africa.; port unspecified,Other Africa,1698-01-18,Jamaica; port unspecified,Jamaica,1699-06-30
16002,Gold Coast; port unspecified,Gold Coast,1698-02-10,Barbados; port unspecified,Barbados,1699-06-19
10071,Ardra,Bight of Benin,1697-12-17,Suriname,Dutch Guianas,1699-02-11
10092,Congo North,West Central Africa and St. Helena,1697-11-17,Suriname,Dutch Guianas,1699-08-15
10134,Congo North,West Central Africa and St. Helena,1697-12-16,Suriname,Dutch Guianas,1699-05-15
10150,Ardra,Bight of Benin,1697-05-01,Curaçao,Dutch Caribbean,1699-04-22
10257,Congo North,West Central Africa and St. Helena,1697-05-08,Curaçao,Dutch Caribbean,1698-07-11
10264,Ardra,Bight of Benin,1697-05-01,Suriname,Dutch Guianas,1698-07-07
10370,Africa.; port unspecified,Other Africa,1697-09-??,St. Eustatius,Dutch Caribbean,1698-??-??
15025,Gold Coast; port unspecified,Gold Coast,1697-11-03,Cartagena,Spanish Circum-Caribbean,
15026,Cabinda,West Central Africa and St. Helena,1697-12-11,Jamaica; port unspecified,Jamaica,
15080,Calabar,Bight of Biafra and Gulf of Guinea islands,,,,
15084,Africa.; port unspecified,Other Africa,,Saint John (Antigua),Antigua,
9721,Sierra Leone estuary,Sierra Leone,,Newcastle (Nevis),Nevis,
9722,Whydah,Bight of Benin,1697-02-25,Barbados; port unspecified,Barbados,
9723,Alampo,Gold Coast,1696-11-21,Newcastle (Nevis),Nevis,1698-07-??
11551,Gold Coast; port unspecified,Gold Coast,1697-06-11,Curaçao,Dutch Caribbean,1699-06-28
21112,Africa.; port unspecified,Other Africa,,Newcastle (Nevis),Nevis,
21216,Africa.; port unspecified,Other Africa,1697-01-29,York River,Virginia,
21264,Bight of Biafra and Gulf of Guinea Islands; port unspecified,Bight of Biafra and Gulf of Guinea islands,,Jamaica; port unspecified,Jamaica,
21265,Africa.; port unspecified,Other Africa,,Jamaica; port unspecified,Jamaica,1699-04-18
21266,Alampo,Gold Coast,1698-04-03,Jamaica; port unspecified,Jamaica,
25678,Madagascar,Southeast Africa and Indian Ocean islands,,New York,New York,
25679,Madagascar,Southeast Africa and Indian Ocean islands,,New York,New York,
20158,Africa.; port unspecified,Other Africa,,Barbados; port unspecified,Barbados,
20375,Africa.; port unspecified,Other Africa,,Barbados; port unspecified,Barbados,
20376,Africa.; port unspecified,Other Africa,,Barbados; port unspecified,Barbados,
20377,Gold Coast; port unspecified,Gold Coast,,Barbados; port unspecified,Barbados,
24300,Africa.; port unspecified,Other Africa,1698-11-19,,,
24306,Africa.; port unspecified,Other Africa,,Barbados; port unspecified,Barbados,
21395,Africa.; port unspecified,Other Africa,,Maryland; port unspecified,Maryland,
21858,Whydah,Bight of Benin,,,,
21859,Whydah,Bight of Benin,,,,
21860,Whydah,Bight of Benin,,,,
24356,Africa.; port unspecified,Other Africa,,Maryland; port unspecified,Maryland,
24358,Africa.; port unspecified,Other Africa,1698-07-20,Caribbean (colony unspecified),Other Caribbean,
10318,Gold Coast; port unspecified,Gold Coast,1697-??-??,Essequibo,Dutch Guianas,1698-??-??
33625,Saint-Louis,Senegambia and offshore Atlantic,1698-08-07,Cartagena,Spanish Circum-Caribbean,
33886,Africa.; port unspecified,Other Africa,1698-08-20,Martinique; port unspecified,Martinique,1699-12-13
37345,Madagascar,Southeast Africa and Indian Ocean islands,1698-06-07,,,
37014,,,1698-??-??,Barbados; port unspecified,Barbados,
70202,Madagascar,Southeast Africa and Indian Ocean islands,1698-01-27,,,
33909,Whydah,Bight of Benin,1698-09-04,,,
35052,Gold Coast; port unspecified,Gold Coast,1698-??-??,St. Thomas,Danish West Indies,1699-??-??
33628,Africa.; port unspecified,Other Africa,,Saint-Domingue; port unspecified,Saint-Domingue,
33629,Africa.; port unspecified,Other Africa,,,,
33630,Malembo,West Central Africa and St. Helena,1698-??-??,Saint-Domingue; port unspecified,Saint-Domingue,
41487,Bight of Benin; port unspecified,Bight of Benin,,Cartagena,Spanish Circum-Caribbean,
41897,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
41898,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
41979,Cape Verde Islands,Senegambia and offshore Atlantic,,Venezuela,Spanish Circum-Caribbean,
33836,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1699-??-??,,,
33837,Portudal,Senegambia and offshore Atlantic,1699-??-??,,,
50115,Costa da Mina,Bight of Benin,1699-01-07,Bahia; port unspecified,Bahia,
50128,Costa da Mina,Bight of Benin,1699-01-08,Bahia; port unspecified,Bahia,
50129,Costa da Mina,Bight of Benin,1699-01-24,Bahia; port unspecified,Bahia,
50130,Costa da Mina,Bight of Benin,1699-03-14,Bahia; port unspecified,Bahia,
50131,Costa da Mina,Bight of Benin,1699-03-06,Bahia; port unspecified,Bahia,
50132,Costa da Mina,Bight of Benin,1699-04-15,Bahia; port unspecified,Bahia,
50133,Costa da Mina,Bight of Benin,1699-03-06,Bahia; port unspecified,Bahia,
50134,Costa da Mina,Bight of Benin,1699-04-04,Bahia; port unspecified,Bahia,
50135,Costa da Mina,Bight of Benin,1699-05-18,Bahia; port unspecified,Bahia,
50136,Costa da Mina,Bight of Benin,1699-06-27,Bahia; port unspecified,Bahia,
50137,Costa da Mina,Bight of Benin,1699-07-17,Bahia; port unspecified,Bahia,
50138,Costa da Mina,Bight of Benin,1699-07-24,Bahia; port unspecified,Bahia,
50139,Costa da Mina,Bight of Benin,1699-07-24,Bahia; port unspecified,Bahia,
50140,Costa da Mina,Bight of Benin,1699-07-28,Bahia; port unspecified,Bahia,
50141,Calabar,Bight of Biafra and Gulf of Guinea islands,1699-08-18,Bahia; port unspecified,Bahia,
50142,Luanda,West Central Africa and St. Helena,1699-09-16,Bahia; port unspecified,Bahia,
50143,Costa da Mina,Bight of Benin,1699-09-28,Bahia; port unspecified,Bahia,
50144,Costa da Mina,Bight of Benin,1699-10-08,Bahia; port unspecified,Bahia,
50145,Costa da Mina,Bight of Benin,1699-10-20,Bahia; port unspecified,Bahia,
50146,Costa da Mina,Bight of Benin,1699-10-22,Bahia; port unspecified,Bahia,
50147,São Tomé,Bight of Biafra and Gulf of Guinea islands,1699-12-16,Bahia; port unspecified,Bahia,
47540,Loango,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
47553,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
47554,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
47557,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
47560,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
47561,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
47645,Princes Island,Bight of Biafra and Gulf of Guinea islands,,Cartagena,Spanish Circum-Caribbean,
49305,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
49306,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
49307,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
49308,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
49309,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
49310,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
49311,Benguela,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
49312,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
49313,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
49314,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
49315,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
49316,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
47990,São Tomé,Bight of Biafra and Gulf of Guinea islands,,Bahia; port unspecified,Bahia,
47991,São Tomé,Bight of Biafra and Gulf of Guinea islands,,Bahia; port unspecified,Bahia,
16004,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1699-11-08,,,
10063,Whydah,Bight of Benin,1699-02-02,Essequibo,Dutch Guianas,1700-??-??
10163,Ardra,Bight of Benin,1697-12-27,Suriname,Dutch Guianas,1699-08-21
10172,Ardra,Bight of Benin,1699-??-??,Curaçao,Dutch Caribbean,1700-??-??
10191,Elmina,Gold Coast,1699-02-01,Curaçao,Dutch Caribbean,1700-06-15
10254,Congo North,West Central Africa and St. Helena,1697-12-17,Curaçao,Dutch Caribbean,1699-06-30
10265,Whydah,Bight of Benin,1698-10-24,Curaçao,Dutch Caribbean,1699-10-31
10365,Whydah,Bight of Benin,1698-??-??,Curaçao,Dutch Caribbean,1699-06-30
10367,Whydah,Bight of Benin,1699-05-01,Curaçao,Dutch Caribbean,1700-05-25
11873,,,1699-01-??,Caracas,Spanish Circum-Caribbean,1700-05-??
11874,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1699-07-??,St. Eustatius,Dutch Caribbean,1701-??-??
11875,,,1698-08-??,,,
11876,,,1699-??-??,Curaçao,Dutch Caribbean,1700-06-??
11877,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1699-??-??,Caracas,Spanish Circum-Caribbean,1700-07-??
